age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[45,50)",Peptic ulcer,51196,41,8.0084381592311e-4,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,51196,85,0.00166028595984061,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,51196,41,8.0084381592311e-4,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,51196,85,0.00166028595984061,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,53152,50,9.406983744732e-4,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,53152,121,0.00227649006622517,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,53152,50,9.406983744732e-4,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,53152,121,0.00227649006622517,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,47543,67,0.00140925057316534,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,47543,123,0.00258713164924384,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,47543,67,0.00140925057316534,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,47543,123,0.00258713164924384,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,43308,85,0.00196268587789785,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,43308,152,0.00350974415812321,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,43308,85,0.00196268587789785,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,43308,152,0.00350974415812321,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,40959,75,0.001831099392075,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,40959,155,0.003784272076955,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,40959,75,0.001831099392075,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,40959,155,0.003784272076955,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,37263,110,0.00295198990956176,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,37263,214,0.00574296218769289,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,37263,110,0.00295198990956176,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,37263,214,0.00574296218769289,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,31636,97,0.00306612719686433,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,31636,201,0.00635352130484258,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,31636,97,0.00306612719686433,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,31636,201,0.00635352130484258,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,62998,290,0.00460332074034096,efi,1-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,62998,540,0.00857170068891076,efi,3-year lookback,no,IMRD - EMIS,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,62998,290,0.00460332074034096,efi,1-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,62998,540,0.00857170068891076,efi,3-year lookback,yes,IMRD - EMIS,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,55073,59,0.00107130535834256,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,55073,106,0.00192471810142901,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,55073,59,0.00107130535834256,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,55073,106,0.00192471810142901,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,54579,58,0.0010626797852654,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,54579,117,0.00214368163579399,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,54579,58,0.0010626797852654,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,54579,117,0.00214368163579399,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,56368,78,0.00138376383763838,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,56368,153,0.00271430598921374,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,56368,78,0.00138376383763838,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,56368,153,0.00271430598921374,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,51650,94,0.00181994191674734,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,51650,187,0.00362052274927396,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,51650,94,0.00181994191674734,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,51650,187,0.00362052274927396,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,46185,110,0.00238172566850709,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,46185,223,0.00482840749160983,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,46185,110,0.00238172566850709,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,46185,223,0.00482840749160983,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,42604,146,0.0034269082715238,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,42604,273,0.00640784902826026,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,42604,146,0.0034269082715238,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,42604,273,0.00640784902826026,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,36058,158,0.00438182927505685,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,36058,281,0.00779300016639858,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,36058,158,0.00438182927505685,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,36058,281,0.00779300016639858,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,28999,166,0.00572433532190765,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,28999,308,0.0106210558984793,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,28999,166,0.00572433532190765,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,28999,308,0.0106210558984793,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,42531,339,0.00797065669746773,efi,1-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,42531,650,0.0152829700688909,efi,3-year lookback,no,IMRD - EMIS,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,42531,339,0.00797065669746773,efi,1-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,42531,650,0.0152829700688909,efi,3-year lookback,yes,IMRD - EMIS,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,353147,151,4.2758398060864175e-4,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,353147,361,0.00102223719867364,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,353147,151,4.2758398060864175e-4,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,353147,361,0.00102223719867364,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,390736,230,5.886327341222718e-4,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,390736,504,0.0012898734695548913,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,390736,230,5.886327341222718e-4,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,390736,504,0.0012898734695548913,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,395711,268,6.772619411641324e-4,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,395711,653,0.0016501942073887256,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,395711,268,6.772619411641324e-4,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[50,55)",Peptic ulcer,395711,653,0.0016501942073887256,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,359165,322,8.96523881781354e-4,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,359165,749,0.0020853925076218453,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,359165,322,8.96523881781354e-4,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[55,60)",Peptic ulcer,359165,749,0.0020853925076218453,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,336935,385,0.001142653627554276,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,336935,858,0.002546485227120958,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,336935,385,0.001142653627554276,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[60,65)",Peptic ulcer,336935,858,0.002546485227120958,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,328897,448,0.0013621285691265046,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,328897,1026,0.0031195176605441823,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,328897,448,0.0013621285691265046,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[65,70)",Peptic ulcer,328897,1026,0.0031195176605441823,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,271880,439,0.0016146829483595704,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,271880,1046,0.0038472855671619834,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,271880,439,0.0016146829483595704,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[70,75)",Peptic ulcer,271880,1046,0.0038472855671619834,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[75,80)",Peptic ulcer,223491,482,0.0021566863990048818,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[75,80)",Peptic ulcer,223491,1128,0.0050471831080446195,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[75,80)",Peptic ulcer,223491,482,0.0021566863990048818,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[75,80)",Peptic ulcer,223491,1128,0.0050471831080446195,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[80,100]",Peptic ulcer,376041,892,0.002372081767679588,efi,1-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[80,100]",Peptic ulcer,376041,2217,0.005895633720791084,efi,3-year lookback,no,IMRD - THIN,All,UK,Peptic ulcer
"[80,100]",Peptic ulcer,376041,892,0.002372081767679588,efi,1-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[80,100]",Peptic ulcer,376041,2217,0.005895633720791084,efi,3-year lookback,yes,IMRD - THIN,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,183841,55,2.9917156673429e-4,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,183841,147,7.996040056353e-4,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,183841,55,2.9917156673429e-4,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,183841,147,7.996040056353e-4,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,202984,102,5.025026603082e-4,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,202984,232,0.00114294722736767,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,202984,102,5.025026603082e-4,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[45,50)",Peptic ulcer,202984,232,0.00114294722736767,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,203977,106,5.1966643298018e-4,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,203977,281,0.00137760629874937,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,203977,106,5.1966643298018e-4,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[50,55)",Peptic ulcer,203977,281,0.00137760629874937,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,182586,138,7.55808221879e-4,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,182586,326,0.00178546000240982,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,182586,138,7.55808221879e-4,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[55,60)",Peptic ulcer,182586,326,0.00178546000240982,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,170565,166,9.7323600973236e-4,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,170565,414,0.00242722715680239,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,170565,166,9.7323600973236e-4,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[60,65)",Peptic ulcer,170565,414,0.00242722715680239,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,166487,170,0.00102110074660484,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,166487,425,0.0025527518665121,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,166487,170,0.00102110074660484,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[65,70)",Peptic ulcer,166487,425,0.0025527518665121,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,140385,179,0.00127506499982192,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,140385,460,0.00327670335149767,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,140385,179,0.00127506499982192,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[70,75)",Peptic ulcer,140385,460,0.00327670335149767,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,119257,208,0.00174413241989988,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,119257,505,0.00423455226946846,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,119257,208,0.00174413241989988,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[75,80)",Peptic ulcer,119257,505,0.00423455226946846,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,228084,446,0.00195541993300714,efi,1-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,228084,1141,0.00500254292278283,efi,3-year lookback,no,IMRD - THIN,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,228084,446,0.00195541993300714,efi,1-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[80,100]",Peptic ulcer,228084,1141,0.00500254292278283,efi,3-year lookback,yes,IMRD - THIN,Female,UK,Peptic ulcer
"[40,45)",Peptic ulcer,169306,96,5.6702066081532e-4,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,169306,214,0.00126398355640084,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,169306,96,5.6702066081532e-4,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,169306,214,0.00126398355640084,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,187752,128,6.8175039413694e-4,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,187752,272,0.00144871958754101,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,187752,128,6.8175039413694e-4,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[45,50)",Peptic ulcer,187752,272,0.00144871958754101,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,191734,162,8.4492056703558e-4,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,191734,372,0.00194018796874837,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,191734,162,8.4492056703558e-4,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[50,55)",Peptic ulcer,191734,372,0.00194018796874837,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,176579,184,0.00104202651504426,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,176579,423,0.00239552834708544,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,176579,184,0.00104202651504426,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[55,60)",Peptic ulcer,176579,423,0.00239552834708544,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,166370,219,0.00131634309070145,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,166370,444,0.00266875037566869,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,166370,219,0.00131634309070145,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[60,65)",Peptic ulcer,166370,444,0.00266875037566869,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,162410,278,0.00171171725878948,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,162410,601,0.00370051105227511,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,162410,278,0.00171171725878948,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[65,70)",Peptic ulcer,162410,601,0.00370051105227511,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,131495,260,0.00197726149283243,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,131495,586,0.00445644321076847,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,131495,260,0.00197726149283243,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[70,75)",Peptic ulcer,131495,586,0.00445644321076847,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,104234,274,0.00262870080779784,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,104234,623,0.00597693650824107,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,104234,274,0.00262870080779784,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[75,80)",Peptic ulcer,104234,623,0.00597693650824107,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,147957,446,0.00301438931581473,efi,1-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,147957,1076,0.00727238319241401,efi,3-year lookback,no,IMRD - THIN,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,147957,446,0.00301438931581473,efi,1-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[80,100]",Peptic ulcer,147957,1076,0.00727238319241401,efi,3-year lookback,yes,IMRD - THIN,Male,UK,Peptic ulcer
"[40,45)",Peptic ulcer,596638,1151,0.0019291429644105807,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[45,50)",Peptic ulcer,610663,1385,0.002268026718501039,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[50,55)",Peptic ulcer,657697,1894,0.002879745536318396,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[55,60)",Peptic ulcer,702585,2411,0.0034316132567589687,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[60,65)",Peptic ulcer,698925,2990,0.004277998354616018,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[65,70)",Peptic ulcer,574070,3468,0.006041075130210602,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[70,75)",Peptic ulcer,439984,3730,0.008477581002945562,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[75,80)",Peptic ulcer,335448,3663,0.010919725262931959,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[80,100]",Peptic ulcer,483547,6316,0.01306181198518448,efi,1-year lookback,no,Pharmetrics+,All,US,Peptic ulcer
"[40,45)",Peptic ulcer,310989,589,0.00189395766409744,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[45,50)",Peptic ulcer,319703,739,0.00231152037985255,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[50,55)",Peptic ulcer,343985,981,0.00285186854077939,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[55,60)",Peptic ulcer,368232,1266,0.00343804992504725,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[60,65)",Peptic ulcer,369056,1565,0.00424054885979364,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[65,70)",Peptic ulcer,305014,1761,0.00577350547843706,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[70,75)",Peptic ulcer,240750,1980,0.00822429906542056,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[75,80)",Peptic ulcer,184852,1893,0.0102406249323783,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[80,100]",Peptic ulcer,292955,3569,0.0121827584441296,efi,1-year lookback,no,Pharmetrics+,Female,US,Peptic ulcer
"[40,45)",Peptic ulcer,285649,562,0.00196744956222497,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[45,50)",Peptic ulcer,290960,646,0.00222023645861974,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[50,55)",Peptic ulcer,313712,913,0.00291031264344367,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[55,60)",Peptic ulcer,334353,1145,0.00342452437992182,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[60,65)",Peptic ulcer,329869,1425,0.0043198966862603,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[65,70)",Peptic ulcer,269056,1707,0.00634440413891532,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[70,75)",Peptic ulcer,199234,1750,0.00878364134635655,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[75,80)",Peptic ulcer,150596,1770,0.0117533002204574,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[80,100]",Peptic ulcer,190592,2747,0.0144129869039624,efi,1-year lookback,no,Pharmetrics+,Male,US,Peptic ulcer
"[40,45)",Peptic ulcer,12939,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,12939,0,0,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,12939,0,0,efi,1-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[40,45)",Peptic ulcer,12939,0,0,efi,3-year lookback,yes,UK BioBank,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,25688,0,0,efi,1-year lookback,no,UK BioBank,All,UK,Peptic ulcer
"[45,50)",Peptic ulcer,25688,48,0.0018685767673621925,efi,3-year lookback,no,UK BioBank,All,UK,Peptic ulcer
